"","long","lat","timestamps","timelong","sessions","days","elapsed","diff","diffsum","nextlong","nextlat","longabs"
"358",-113.9909421,46.8691396,"2020-08-20T21:46:44.010Z",1597938404.01,3,3,56804.0099999905,10.1170001029968,2014.17899990082,-113.9909421,46.8691396,113.9909421
"359",-113.9909421,46.8691396,"2020-08-20T21:46:54.116Z",1597938414.116,3,3,56814.1159999371,10.1059999465942,2024.28499984741,NA,NA,113.9909421
"360",-113.9908822,46.8691177,"2020-08-20T21:47:04.247Z",1597938424.247,3,3,56824.246999979,10.1310000419617,2034.41599988937,-113.9900952,46.8693005,113.9908822
"361",-113.9900952,46.8693005,"2020-08-20T21:47:14.354Z",1597938434.354,3,3,56834.3540000916,10.1070001125336,2044.52300000191,-113.9903923,46.869111,113.9900952
"362",-113.9903923,46.869111,"2020-08-20T21:47:25.799Z",1597938445.799,3,3,56845.7990000248,11.4449999332428,2055.96799993515,NA,NA,113.9903923
"363",-113.9898305,46.8690822,"2020-08-20T21:47:36.110Z",1597938456.11,3,3,56856.1099998951,10.3109998703003,2066.27899980545,NA,NA,113.9898305
"364",-113.9890837,46.8692584,"2020-08-20T21:48:01.743Z",1597938481.743,3,3,56881.7430000305,25.6330001354218,2091.91199994087,-113.98945045,46.86903503,113.9890837
"365",-113.98945045,46.86903503,"2020-08-20T21:48:03.000Z",1597938483,3,3,56883,1.25699996948242,2093.16899991035,-113.9892572,46.8688914,113.98945045
"366",-113.9892572,46.8688914,"2020-08-20T21:48:18.638Z",1597938498.638,3,3,56898.6380000114,15.6380000114441,2108.8069999218,-113.9892572,46.8688914,113.9892572
"367",-113.9892572,46.8688914,"2020-08-20T21:48:30.499Z",1597938510.499,3,3,56910.4990000725,11.8610000610352,2120.66799998283,-113.9887952,46.8688218,113.9892572
"368",-113.9887952,46.8688218,"2020-08-20T21:48:42.341Z",1597938522.341,3,3,56922.3410000801,11.8420000076294,2132.50999999046,-113.9885219,46.8686888,113.9887952
"369",-113.9885219,46.8686888,"2020-08-20T21:48:53.692Z",1597938533.692,3,3,56933.6919999123,11.3509998321533,2143.86099982262,-113.98780019,46.86878809,113.9885219
"370",-113.98780019,46.86878809,"2020-08-20T21:49:21.000Z",1597938561,3,3,56961,27.308000087738,2171.16899991035,-113.9878876,46.8686915,113.98780019
"371",-113.9878876,46.8686915,"2020-08-20T21:49:39.351Z",1597938579.351,3,3,56979.3510000706,18.3510000705719,2189.51999998093,-113.98756352,46.86862185,113.9878876
"372",-113.98756352,46.86862185,"2020-08-20T21:49:40.000Z",1597938580,3,3,56980,0.648999929428101,2190.16899991035,-113.9878876,46.8686915,113.98756352
"373",-113.9878876,46.8686915,"2020-08-20T21:49:49.432Z",1597938589.432,3,3,56989.4319999218,9.43199992179871,2199.60099983215,-113.9881808,46.868138,113.9878876
"374",-113.9881808,46.868138,"2020-08-20T21:50:12.102Z",1597938612.102,3,3,57012.1019999981,22.6700000762939,2222.27099990845,-113.9881804,46.8681293,113.9881808
"375",-113.9881804,46.8681293,"2020-08-20T21:50:12.594Z",1597938612.594,3,3,57012.5940001011,0.492000102996826,2222.76300001144,-113.9882331,46.8680949,113.9881804
"376",-113.9882331,46.8680949,"2020-08-20T21:50:23.509Z",1597938623.509,3,3,57023.5090000629,10.914999961853,2233.6779999733,-113.9881644,46.8679535,113.9882331
"377",-113.9881644,46.8679535,"2020-08-20T21:50:34.677Z",1597938634.677,3,3,57034.6770000458,11.1679999828339,2244.84599995613,-113.98793033,46.86741095,113.9881644
"378",-113.98793033,46.86741095,"2020-08-20T21:51:01.000Z",1597938661,3,3,57061,26.3229999542236,2271.16899991035,-113.98804342,46.86724244,113.98793033
"379",-113.98804342,46.86724244,"2020-08-20T21:51:21.000Z",1597938681,3,3,57081,20,2291.16899991035,-113.98804867,46.86706125,113.98804342
"380",-113.98804867,46.86706125,"2020-08-20T21:51:35.000Z",1597938695,3,3,57095,14,2305.16899991035,-113.98804551,46.8666201,113.98804867
"381",-113.98804551,46.8666201,"2020-08-20T21:51:54.000Z",1597938714,3,3,57114,19,2324.16899991035,-113.98804451,46.86644194,113.98804551
"382",-113.98804451,46.86644194,"2020-08-20T21:52:07.000Z",1597938727,3,3,57127,13,2337.16899991035,-113.9882213,46.86620033,113.98804451
"383",-113.9882213,46.86620033,"2020-08-20T21:52:20.000Z",1597938740,3,3,57140,13,2350.16899991035,-113.98825271,46.86601251,113.9882213
"384",-113.98825271,46.86601251,"2020-08-20T21:52:33.000Z",1597938753,3,3,57153,13,2363.16899991035,-113.98825715,46.86581468,113.98825271
"385",-113.98825715,46.86581468,"2020-08-20T21:52:46.000Z",1597938766,3,3,57166,13,2376.16899991035,-113.98835541,46.86567249,113.98825715
"386",-113.98835541,46.86567249,"2020-08-20T21:52:59.000Z",1597938779,3,3,57179,13,2389.16899991035,-113.98860079,46.86548176,113.98835541
"387",-113.98860079,46.86548176,"2020-08-20T21:53:19.000Z",1597938799,3,3,57199,20,2409.16899991035,-113.989377,46.8650536,113.98860079
"388",-113.989377,46.8650536,"2020-08-20T21:53:31.577Z",1597938811.577,3,3,57211.5769999027,12.5769999027252,2421.74599981308,-113.98899747,46.86535397,113.989377
"389",-113.98899747,46.86535397,"2020-08-20T21:53:33.000Z",1597938813,3,3,57213,1.42300009727478,2423.16899991035,-113.9895866,46.8649991,113.98899747
"390",-113.9895866,46.8649991,"2020-08-20T21:54:01.157Z",1597938841.157,3,3,57241.1570000648,28.1570000648499,2451.3259999752,-113.9895461,46.8650397,113.9895866
"391",-113.9895461,46.8650397,"2020-08-20T21:54:01.594Z",1597938841.594,3,3,57241.5940001011,0.437000036239624,2451.76300001144,-113.9895461,46.8650397,113.9895461
"392",-113.9895461,46.8650397,"2020-08-20T21:54:12.552Z",1597938852.552,3,3,57252.5520000458,10.9579999446869,2462.72099995613,-113.9895067,46.8650533,113.9895461
"393",-113.9895067,46.8650533,"2020-08-20T21:54:23.481Z",1597938863.481,3,3,57263.4809999466,10.9289999008179,2473.64999985695,-113.9891837,46.8648353,113.9895067
"394",-113.9891837,46.8648353,"2020-08-20T21:54:34.639Z",1597938874.639,3,3,57274.638999939,11.1579999923706,2484.80799984932,-113.9891472,46.8649733,113.9891837
"395",-113.9891472,46.8649733,"2020-08-20T21:54:52.205Z",1597938892.205,3,3,57292.2049999237,17.5659999847412,2502.37399983406,-113.989173,46.8650715,113.9891472
"396",-113.989173,46.8650715,"2020-08-20T21:55:03.667Z",1597938903.667,3,3,57303.6670000553,11.4620001316071,2513.83599996567,-113.9890509,46.8650583,113.989173
"397",-113.9890509,46.8650583,"2020-08-20T21:55:14.556Z",1597938914.556,3,3,57314.5559999943,10.8889999389648,2524.72499990463,-113.9890509,46.8650583,113.9890509
"398",-113.9890509,46.8650583,"2020-08-20T21:55:25.516Z",1597938925.516,3,3,57325.5160000324,10.960000038147,2535.68499994278,-113.9890383,46.8650643,113.9890509
"399",-113.9890383,46.8650643,"2020-08-20T21:55:37.345Z",1597938937.345,3,3,57337.3450000286,11.8289999961853,2547.51399993896,-113.98808112,46.86493827,113.9890383
"400",-113.98808112,46.86493827,"2020-08-20T21:56:04.000Z",1597938964,3,3,57364,26.6549999713898,2574.16899991035,-113.9872122,46.8649417,113.98808112
"401",-113.9872122,46.8649417,"2020-08-20T21:56:22.592Z",1597938982.592,3,3,57382.5920000076,18.5920000076294,2592.76099991798,-113.9873842,46.86493901,113.9872122
"402",-113.9873842,46.86493901,"2020-08-20T21:56:24.000Z",1597938984,3,3,57384,1.40799999237061,2594.16899991035,-113.9870832,46.8649877,113.9873842
"403",-113.9870832,46.8649877,"2020-08-20T21:56:33.775Z",1597938993.775,3,3,57393.7750000954,9.77500009536743,2603.94400000572,-113.9871084,46.8649698,113.9870832
"404",-113.9871084,46.8649698,"2020-08-20T21:56:44.985Z",1597939004.985,3,3,57404.9849998951,11.2099997997284,2615.15399980545,-113.9872088,46.8647376,113.9871084
"405",-113.9872088,46.8647376,"2020-08-20T21:56:55.661Z",1597939015.661,3,3,57415.6610000134,10.6760001182556,2625.82999992371,-113.9871966,46.8647205,113.9872088
"406",-113.9871966,46.8647205,"2020-08-20T21:57:07.532Z",1597939027.532,3,3,57427.5320000648,11.8710000514984,2637.7009999752,-113.9872808,46.8642652,113.9871966
"407",-113.9872808,46.8642652,"2020-08-20T21:57:32.607Z",1597939052.607,3,3,57452.6070001125,25.0750000476837,2662.77600002289,-113.98702816,46.86429524,113.9872808
"408",-113.98702816,46.86429524,"2020-08-20T21:57:34.000Z",1597939054,3,3,57454,1.39299988746643,2664.16899991035,-113.9874927,46.8640253,113.98702816
"409",-113.9874927,46.8640253,"2020-08-20T21:57:52.081Z",1597939072.081,3,3,57472.0810000896,18.0810000896454,2682.25,-113.9874927,46.8640253,113.9874927
"410",-113.9874927,46.8640253,"2020-08-20T21:58:02.491Z",1597939082.491,3,3,57482.4909999371,10.4099998474121,2692.65999984741,-113.9869539,46.8638,113.9874927
"411",-113.9869539,46.8638,"2020-08-20T21:58:14.347Z",1597939094.347,3,3,57494.3469998837,11.8559999465942,2704.51599979401,-113.9869539,46.8638,113.9869539
"412",-113.9869539,46.8638,"2020-08-20T21:58:25.529Z",1597939105.529,3,3,57505.5290000439,11.1820001602173,2715.69799995422,-113.98677164,46.86333367,113.9869539
"413",-113.98677164,46.86333367,"2020-08-20T21:58:52.000Z",1597939132,3,3,57532,26.470999956131,2742.16899991035,-113.98687794,46.86282469,113.98677164
"414",-113.98687794,46.86282469,"2020-08-20T21:59:13.000Z",1597939153,3,3,57553,21,2763.16899991035,-113.98680271,46.86248832,113.98687794
"415",-113.98680271,46.86248832,"2020-08-20T21:59:34.000Z",1597939174,3,3,57574,21,2784.16899991035,-113.98678285,46.86228923,113.98680271
"416",-113.98678285,46.86228923,"2020-08-20T21:59:55.000Z",1597939195,3,3,57595,21,2805.16899991035,-113.98691192,46.86202999,113.98678285
"417",-113.98691192,46.86202999,"2020-08-20T22:00:15.000Z",1597939215,3,3,57615,20,2825.16899991035,-113.986762,46.8618324,113.98691192
"418",-113.986762,46.8618324,"2020-08-20T22:00:28.634Z",1597939228.634,3,3,57628.6340000629,13.6340000629425,2838.8029999733,-113.98664629,46.86203828,113.986762
"419",-113.98664629,46.86203828,"2020-08-20T22:00:30.000Z",1597939230,3,3,57630,1.3659999370575,2840.16899991035,-113.98653,46.86143926,113.98664629
"420",-113.98653,46.86143926,"2020-08-20T22:01:01.000Z",1597939261,3,3,57661,31,2871.16899991035,-113.986534,46.86124691,113.98653
"421",-113.986534,46.86124691,"2020-08-20T22:01:21.000Z",1597939281,3,3,57681,20,2891.16899991035,-113.98652814,46.86094779,113.986534
"422",-113.98652814,46.86094779,"2020-08-20T22:01:43.000Z",1597939303,3,3,57703,22,2913.16899991035,-113.9871246,46.8607238,113.98652814
"423",-113.9871246,46.8607238,"2020-08-20T22:02:02.617Z",1597939322.617,3,3,57722.617000103,19.6170001029968,2932.78600001335,-113.98652791,46.86065791,113.9871246
"424",-113.98652791,46.86065791,"2020-08-20T22:02:04.000Z",1597939324,3,3,57724,1.38299989700317,2934.16899991035,-113.98664394,46.86011603,113.98652791
"425",-113.98664394,46.86011603,"2020-08-20T22:02:35.000Z",1597939355,3,3,57755,31,2965.16899991035,-113.98658843,46.85988232,113.98664394
"426",-113.98658843,46.85988232,"2020-08-20T22:02:48.000Z",1597939368,3,3,57768,13,2978.16899991035,-113.98628476,46.85990669,113.98658843
"427",-113.98628476,46.85990669,"2020-08-20T22:03:02.000Z",1597939382,3,3,57782,14,2992.16899991035,-113.98590667,46.85954398,113.98628476
"428",-113.98590667,46.85954398,"2020-08-20T22:03:22.000Z",1597939402,3,3,57802,20,3012.16899991035,-114.0007782,46.8868786,113.98590667
"429",-114.0007782,46.8868786,"2020-08-21T17:17:21.367Z",1598008641.367,4,4,40641.367000103,0,0,-113.9998691,46.88723339,114.0007782
"430",-113.9998691,46.88723339,"2020-08-21T17:17:23.000Z",1598008643,4,4,40643,1.63299989700317,1.63299989700317,-114.0006599,46.8866964,113.9998691
"431",-114.0006599,46.8866964,"2020-08-21T17:17:51.589Z",1598008671.589,4,4,40671.5889999866,28.5889999866486,30.2219998836517,-114.00011279,46.88676741,114.0006599
"432",-114.00011279,46.88676741,"2020-08-21T17:17:56.000Z",1598008676,4,4,40676,4.41100001335144,34.6329998970032,-114.0006375,46.8867397,114.00011279
"433",-114.0006375,46.8867397,"2020-08-21T17:18:11.770Z",1598008691.77,4,4,40691.7699999809,15.7699999809265,50.4029998779297,-114.0005485,46.8866431,114.0006375
"434",-114.0005485,46.8866431,"2020-08-21T17:18:27.488Z",1598008707.488,4,4,40707.4879999161,15.7179999351501,66.1209998130798,-114.0003322,46.88613234,114.0005485
"435",-114.0003322,46.88613234,"2020-08-21T17:18:50.000Z",1598008730,4,4,40730,22.5120000839233,88.6329998970032,-113.99982528,46.8859359,114.0003322
"436",-113.99982528,46.8859359,"2020-08-21T17:19:10.000Z",1598008750,4,4,40750,20,108.632999897003,-113.99922866,46.88598671,113.99982528
"437",-113.99922866,46.88598671,"2020-08-21T17:19:32.000Z",1598008772,4,4,40772,22,130.632999897003,-113.99873526,46.88598756,113.99922866
"438",-113.99873526,46.88598756,"2020-08-21T17:19:53.000Z",1598008793,4,4,40793,21,151.632999897003,-113.9969883,46.885697,113.99873526
"439",-113.9969883,46.885697,"2020-08-21T17:20:02.774Z",1598008802.774,4,4,40802.7739999294,9.7739999294281,161.406999826431,-113.9970766,46.8856276,113.9969883
"440",-113.9970766,46.8856276,"2020-08-21T17:20:05.548Z",1598008805.548,4,4,40805.5480000973,2.77400016784668,164.180999994278,-113.99843133,46.88587224,113.9970766
"441",-113.99843133,46.88587224,"2020-08-21T17:20:07.000Z",1598008807,4,4,40807,1.45199990272522,165.632999897003,-113.9972689,46.8858984,113.99843133
"442",-113.9972689,46.8858984,"2020-08-21T17:20:34.823Z",1598008834.823,4,4,40834.8229999542,27.8229999542236,193.455999851227,-113.9972318,46.8853635,113.9972689
"443",-113.9972318,46.8853635,"2020-08-21T17:20:47.599Z",1598008847.599,4,4,40847.5989999771,12.7760000228882,206.231999874115,-113.9972318,46.8853635,113.9972318
"444",-113.9972318,46.8853635,"2020-08-21T17:20:57.856Z",1598008857.856,4,4,40857.8559999466,10.2569999694824,216.488999843597,-113.9972602,46.8852431,113.9972318
"445",-113.9972602,46.8852431,"2020-08-21T17:21:07.971Z",1598008867.971,4,4,40867.9709999561,10.1150000095367,226.603999853134,-113.9973085,46.8852473,113.9972602
"446",-113.9973085,46.8852473,"2020-08-21T17:21:19.179Z",1598008879.179,4,4,40879.1789999008,11.2079999446869,237.811999797821,-113.997404,46.8852663,113.9973085
"447",-113.997404,46.8852663,"2020-08-21T17:21:30.411Z",1598008890.411,4,4,40890.4110000134,11.2320001125336,249.043999910355,-113.9977883,46.8847259,113.997404
"448",-113.9977883,46.8847259,"2020-08-21T17:21:48.026Z",1598008908.026,4,4,40908.0260000229,17.6150000095367,266.658999919891,-113.9978742,46.8847594,113.9977883
"449",-113.9978742,46.8847594,"2020-08-21T17:21:58.867Z",1598008918.867,4,4,40918.867000103,10.8410000801086,277.5,-113.9978016,46.8846749,113.9978742
"450",-113.9978016,46.8846749,"2020-08-21T17:22:11.107Z",1598008931.107,4,4,40931.1070001125,12.2400000095367,289.740000009537,-113.9976704,46.8839441,113.9978016
"451",-113.9976704,46.8839441,"2020-08-21T17:22:38.853Z",1598008958.853,4,4,40958.8529999256,27.7459998130798,317.485999822617,-113.997729,46.8839261,113.9976704
"452",-113.997729,46.8839261,"2020-08-21T17:22:50.879Z",1598008970.879,4,4,40970.8789999485,12.0260000228882,329.511999845505,-113.9977258,46.8839215,113.997729
"453",-113.9977258,46.8839215,"2020-08-21T17:22:51.513Z",1598008971.513,4,4,40971.5130000114,0.634000062942505,330.145999908447,-113.9977258,46.8839215,113.9977258
"454",-113.9977258,46.8839215,"2020-08-21T17:23:02.868Z",1598008982.868,4,4,40982.8680000305,11.3550000190735,341.500999927521,-113.9976983,46.8838798,113.9977258
"455",-113.9976983,46.8838798,"2020-08-21T17:23:14.360Z",1598008994.36,4,4,40994.3599998951,11.4919998645782,352.992999792099,-113.99714087,46.88357377,113.9976983
"456",-113.99714087,46.88357377,"2020-08-21T17:23:44.436Z",1598009024.436,4,4,41024.4360001087,30.076000213623,383.069000005722,-113.9967376,46.8834801,113.99714087
"457",-113.9967376,46.8834801,"2020-08-21T17:23:50.997Z",1598009030.997,4,4,41030.996999979,6.56099987030029,389.629999876022,-113.99696579,46.88354602,113.9967376
"458",-113.99696579,46.88354602,"2020-08-21T17:23:52.000Z",1598009032,4,4,41032,1.00300002098083,390.632999897003,-113.9967529,46.8835773,113.99696579
"459",-113.9967529,46.8835773,"2020-08-21T17:24:02.387Z",1598009042.387,4,4,41042.3870000839,10.3870000839233,401.019999980927,-113.99677753,46.88338046,113.9967529
"460",-113.99677753,46.88338046,"2020-08-21T17:24:04.000Z",1598009044,4,4,41044,1.61299991607666,402.632999897003,-113.9966526,46.8833963,113.99677753
"461",-113.9966526,46.8833963,"2020-08-21T17:24:15.408Z",1598009055.408,4,4,41055.4079999924,11.4079999923706,414.040999889374,-113.99670822,46.88326226,113.9966526
"462",-113.99670822,46.88326226,"2020-08-21T17:24:17.000Z",1598009057,4,4,41057,1.59200000762939,415.632999897003,-113.9965358,46.88322737,113.99670822
"463",-113.9965358,46.88322737,"2020-08-21T17:24:33.000Z",1598009073,4,4,41073,16,431.632999897003,-113.9966294,46.8832408,113.9965358
"464",-113.9966294,46.8832408,"2020-08-21T17:24:37.702Z",1598009077.702,4,4,41077.7019999027,4.70199990272522,436.334999799728,-113.9962845,46.8828723,113.9966294
"465",-113.9962845,46.8828723,"2020-08-21T17:24:46.465Z",1598009086.465,4,4,41086.4649999142,8.76300001144409,445.097999811172,-113.99642798,46.88317384,113.9962845
"466",-113.99642798,46.88317384,"2020-08-21T17:24:48.000Z",1598009088,4,4,41088,1.53500008583069,446.632999897003,-113.9962845,46.8828723,113.99642798
"467",-113.9962845,46.8828723,"2020-08-21T17:25:02.564Z",1598009102.564,4,4,41102.5639998913,14.5639998912811,461.196999788284,-113.99598087,46.88299373,113.9962845
"468",-113.99598087,46.88299373,"2020-08-21T17:25:04.000Z",1598009104,4,4,41104,1.43600010871887,462.632999897003,-113.9956327,46.8827836,113.99598087
"469",-113.9956327,46.8827836,"2020-08-21T17:25:18.563Z",1598009118.563,4,4,41118.5629999638,14.5629999637604,477.195999860764,-113.9957736,46.88282092,113.9956327
"470",-113.9957736,46.88282092,"2020-08-21T17:25:20.000Z",1598009120,4,4,41120,1.43700003623962,478.632999897003,-113.9954913,46.8825746,113.9957736
"471",-113.9954913,46.8825746,"2020-08-21T17:25:33.572Z",1598009133.572,4,4,41133.5720000267,13.5720000267029,492.204999923706,-113.99512089,46.88276277,113.9954913
"472",-113.99512089,46.88276277,"2020-08-21T17:25:35.000Z",1598009135,4,4,41135,1.42799997329712,493.632999897003,-113.9960329,46.88234,113.99512089
"473",-113.9960329,46.88234,"2020-08-21T17:25:48.587Z",1598009148.587,4,4,41148.5869998932,13.5869998931885,507.219999790192,-113.99552976,46.8825423,113.9960329
"474",-113.99552976,46.8825423,"2020-08-21T17:25:50.000Z",1598009150,4,4,41150,1.41300010681152,508.632999897003,-113.9960329,46.88234,113.99552976
"475",-113.9960329,46.88234,"2020-08-21T17:26:02.444Z",1598009162.444,4,4,41162.4440000057,12.444000005722,521.076999902725,-113.99590817,46.88231601,113.9960329
"476",-113.99590817,46.88231601,"2020-08-21T17:26:04.000Z",1598009164,4,4,41164,1.55599999427795,522.632999897003,-113.9963476,46.8820085,113.99590817
"477",-113.9963476,46.8820085,"2020-08-21T17:26:08.576Z",1598009168.576,4,4,41168.5759999752,4.57599997520447,527.208999872208,-113.99615509,46.88211768,113.9963476
"478",-113.99615509,46.88211768,"2020-08-21T17:26:17.000Z",1598009177,4,4,41177,8.42400002479553,535.632999897003,-113.9965309,46.8819204,113.99615509
"479",-113.9965309,46.8819204,"2020-08-21T17:26:30.304Z",1598009190.304,4,4,41190.3039999008,13.3039999008179,548.936999797821,-113.99636853,46.88195478,113.9965309
"480",-113.99636853,46.88195478,"2020-08-21T17:26:31.000Z",1598009191,4,4,41191,0.696000099182129,549.632999897003,-113.9958805,46.8817937,113.99636853
"481",-113.9958805,46.8817937,"2020-08-21T17:26:44.500Z",1598009204.5,4,4,41204.5,13.5,563.132999897003,-113.99623047,46.88183514,113.9958805
"482",-113.99623047,46.88183514,"2020-08-21T17:26:46.000Z",1598009206,4,4,41206,1.5,564.632999897003,-113.9958805,46.8817937,113.99623047
"483",-113.9958805,46.8817937,"2020-08-21T17:27:00.588Z",1598009220.588,4,4,41220.5880000591,14.5880000591278,579.220999956131,-113.9961546,46.88180162,113.9958805
"484",-113.9961546,46.88180162,"2020-08-21T17:27:02.000Z",1598009222,4,4,41222,1.41199994087219,580.632999897003,-113.9956376,46.8815094,113.9961546
"485",-113.9956376,46.8815094,"2020-08-21T17:27:16.591Z",1598009236.591,4,4,41236.5910000801,14.5910000801086,595.223999977112,-113.99534432,46.88146631,113.9956376
"486",-113.99534432,46.88146631,"2020-08-21T17:27:18.000Z",1598009238,4,4,41238,1.40899991989136,596.632999897003,-113.9956376,46.8815094,113.99534432
"487",-113.9956376,46.8815094,"2020-08-21T17:27:22.851Z",1598009242.851,4,4,41242.8510000706,4.8510000705719,601.483999967575,-113.99528146,46.8812768,113.9956376
"488",-113.99528146,46.8812768,"2020-08-21T17:27:33.000Z",1598009253,4,4,41253,10.1489999294281,611.632999897003,-113.9954943,46.8811265,113.99528146
"489",-113.9954943,46.8811265,"2020-08-21T17:27:46.620Z",1598009266.62,4,4,41266.6199998856,13.6199998855591,625.252999782562,-113.9953568,46.88117171,113.9954943
"490",-113.9953568,46.88117171,"2020-08-21T17:27:48.000Z",1598009268,4,4,41268,1.38000011444092,626.632999897003,-113.9954943,46.8811265,113.9953568
"491",-113.9954943,46.8811265,"2020-08-21T17:28:00.598Z",1598009280.598,4,4,41280.5980000496,12.5980000495911,639.230999946594,-113.99557284,46.88108239,113.9954943
"492",-113.99557284,46.88108239,"2020-08-21T17:28:02.000Z",1598009282,4,4,41282,1.40199995040894,640.632999897003,-113.9959746,46.8806598,113.99557284
"493",-113.9959746,46.8806598,"2020-08-21T17:28:14.504Z",1598009294.504,4,4,41294.5039999485,12.5039999485016,653.136999845505,-113.99559589,46.88092751,113.9959746
"494",-113.99559589,46.88092751,"2020-08-21T17:28:16.000Z",1598009296,4,4,41296,1.49600005149841,654.632999897003,-113.996033,46.8806336,113.99559589
"495",-113.996033,46.8806336,"2020-08-21T17:28:29.362Z",1598009309.362,4,4,41309.3619999886,13.3619999885559,667.994999885559,-113.99595888,46.88081222,113.996033
"496",-113.99595888,46.88081222,"2020-08-21T17:28:30.000Z",1598009310,4,4,41310,0.638000011444092,668.632999897003,-113.996033,46.8806336,113.99595888
"497",-113.996033,46.8806336,"2020-08-21T17:28:42.600Z",1598009322.6,4,4,41322.5999999046,12.5999999046326,681.232999801636,-113.9961974,46.88053424,113.996033
"498",-113.9961974,46.88053424,"2020-08-21T17:28:44.000Z",1598009324,4,4,41324,1.40000009536743,682.632999897003,-113.9959195,46.8803948,113.9961974
"499",-113.9959195,46.8803948,"2020-08-21T17:28:57.582Z",1598009337.582,4,4,41337.5820000172,13.5820000171661,696.214999914169,-113.99590232,46.88050636,113.9959195
"500",-113.99590232,46.88050636,"2020-08-21T17:28:59.000Z",1598009339,4,4,41339,1.41799998283386,697.632999897003,-113.99604484,46.88027138,113.99590232
"501",-113.99604484,46.88027138,"2020-08-21T17:29:13.000Z",1598009353,4,4,41353,14,711.632999897003,-113.99624693,46.88009216,113.99604484
"502",-113.99624693,46.88009216,"2020-08-21T17:29:21.000Z",1598009361,4,4,41361,8,719.632999897003,-113.9964079,46.8797252,113.99624693
"503",-113.9964079,46.8797252,"2020-08-21T17:29:28.351Z",1598009368.351,4,4,41368.3510000706,7.3510000705719,726.983999967575,-113.99644032,46.87997298,113.9964079
"504",-113.99644032,46.87997298,"2020-08-21T17:29:29.000Z",1598009369,4,4,41369,0.648999929428101,727.632999897003,-113.9964079,46.8797252,113.99644032
"505",-113.9964079,46.8797252,"2020-08-21T17:29:41.081Z",1598009381.081,4,4,41381.0810000896,12.0810000896454,739.713999986649,-113.99667965,46.87979824,113.9964079
"506",-113.99667965,46.87979824,"2020-08-21T17:29:41.900Z",1598009381.9,4,4,41381.9000000954,0.819000005722046,740.532999992371,-113.9963915,46.8796825,113.99667965
"507",-113.9963915,46.8796825,"2020-08-21T17:29:54.517Z",1598009394.517,4,4,41394.5169999599,12.6169998645782,753.149999856949,-113.99677659,46.87963978,113.9963915
"508",-113.99677659,46.87963978,"2020-08-21T17:29:55.000Z",1598009395,4,4,41395,0.483000040054321,753.632999897003,-113.9970761,46.8795442,113.99677659
"509",-113.9970761,46.8795442,"2020-08-21T17:30:09.328Z",1598009409.328,4,4,41409.3280000687,14.3280000686646,767.960999965668,-113.99672393,46.87952839,113.9970761
"510",-113.99672393,46.87952839,"2020-08-21T17:30:10.000Z",1598009410,4,4,41410,0.671999931335449,768.632999897003,-113.9970761,46.8795442,113.99672393
"511",-113.9970761,46.8795442,"2020-08-21T17:30:23.599Z",1598009423.599,4,4,41423.5989999771,13.5989999771118,782.231999874115,-113.99727555,46.87933439,113.9970761
"512",-113.99727555,46.87933439,"2020-08-21T17:30:25.000Z",1598009425,4,4,41425,1.40100002288818,783.632999897003,-113.99739376,46.87904814,113.99727555
"513",-113.99739376,46.87904814,"2020-08-21T17:30:40.000Z",1598009440,4,4,41440,15,798.632999897003,-113.9969104,46.8790214,113.99739376
"514",-113.9969104,46.8790214,"2020-08-21T17:30:46.433Z",1598009446.433,4,4,41446.4330000877,6.43300008773804,805.065999984741,-113.99720155,46.87901639,113.9969104
"515",-113.99720155,46.87901639,"2020-08-21T17:30:48.000Z",1598009448,4,4,41448,1.56699991226196,806.632999897003,-113.99692178,46.87893413,113.99720155
"516",-113.99692178,46.87893413,"2020-08-21T17:30:56.000Z",1598009456,4,4,41456,8,814.632999897003,-113.9965842,46.8789086,113.99692178
"517",-113.9965842,46.8789086,"2020-08-21T17:31:11.341Z",1598009471.341,4,4,41471.3410000801,15.3410000801086,829.973999977112,-113.99661689,46.87879007,113.9965842
"518",-113.99661689,46.87879007,"2020-08-21T17:31:12.000Z",1598009472,4,4,41472,0.658999919891357,830.632999897003,-113.9965842,46.8789086,113.99661689
"519",-113.9965842,46.8789086,"2020-08-21T17:31:25.585Z",1598009485.585,4,4,41485.5850000381,13.585000038147,844.21799993515,-113.99638735,46.87868978,113.9965842
"520",-113.99638735,46.87868978,"2020-08-21T17:31:27.000Z",1598009487,4,4,41487,1.41499996185303,845.632999897003,-113.9966539,46.8788898,113.99638735
"521",-113.9966539,46.8788898,"2020-08-21T17:31:39.632Z",1598009499.632,4,4,41499.6319999695,12.6319999694824,858.264999866486,-113.99641664,46.87854486,113.9966539
"522",-113.99641664,46.87854486,"2020-08-21T17:31:41.000Z",1598009501,4,4,41501,1.36800003051758,859.632999897003,-113.9961371,46.8785516,113.99641664
"523",-113.9961371,46.8785516,"2020-08-21T17:31:54.623Z",1598009514.623,4,4,41514.6229999065,13.6229999065399,873.255999803543,-113.99612262,46.87844132,113.9961371
"524",-113.99612262,46.87844132,"2020-08-21T17:31:56.000Z",1598009516,4,4,41516,1.37700009346008,874.632999897003,-113.99586131,46.87838294,113.99612262
"525",-113.99586131,46.87838294,"2020-08-21T17:32:12.000Z",1598009532,4,4,41532,16,890.632999897003,-113.99573018,46.87825208,113.99586131
